date,ndti,ndti_std,red,green,cloud_cover,scene_id,water_pixel_count
2024-02-20,0.081839,0.018957,0.259,0.22,77.415,S2A_30NXL_20240220_0_L2A,142
2024-03-11,0.03279,0.044579,0.1719,0.1587,21.226,S2A_30NXL_20240311_0_L2A,90
2024-03-16,0.093244,0.048057,0.2696,0.2188,50.599,S2B_30NXL_20240316_0_L2A,74
2024-03-21,0.092706,0.022319,0.294,0.2432,15.597,S2A_30NXL_20240321_0_L2A,544
2024-03-26,0.099372,0.021801,0.3262,0.2666,21.576,S2B_30NXL_20240326_0_L2A,886
2024-03-31,0.101247,0.027936,0.2777,0.2255,13.264,S2A_30NXL_20240331_0_L2A,888
2024-04-15,0.114734,0.039849,0.3442,0.2728,45.916,S2B_30NXL_20240415_0_L2A,498
2024-04-30,0.007197,0.026109,0.1572,0.1587,35.833,S2A_30NXL_20240430_0_L2A,18
2024-05-05,0.091356,0.035172,0.3652,0.3036,41.726,S2B_30NXL_20240505_0_L2A,888
2024-05-15,0.104477,0.035674,0.2866,0.2314,65.782,S2B_30NXL_20240515_0_L2A,888
2024-05-20,0.037341,0.024686,0.1506,0.1388,55.608,S2A_30NXL_20240520_0_L2A,198
2024-05-30,0.094681,0.029538,0.3352,0.2762,39.195,S2A_30NXL_20240530_0_L2A,318
2024-06-19,0.098105,0.036119,0.3312,0.2718,69.692,S2A_30NXL_20240619_0_L2A,888
2024-07-04,-0.030635,0.020569,0.153,0.1618,56.425,S2B_30NXL_20240704_0_L2A,478
2024-08-13,0.009832,0.00081,0.7054,0.692,94.945,S2B_30NXL_20240813_0_L2A,4
2024-09-02,0.027296,0.102777,0.1924,0.1783,27.641,S2B_30NXL_20240902_0_L2A,4
2024-10-27,0.109806,0.04518,0.343,0.2776,34.203,S2A_30NXL_20241027_0_L2A,888
2024-11-01,0.091781,0.036877,0.3428,0.2865,31.541,S2B_30NXL_20241101_0_L2A,258
2024-11-11,-0.04498,0.026327,0.1242,0.1357,21.539,S2B_30NXL_20241111_0_L2A,98
2024-11-16,-0.033012,0.025961,0.172,0.1838,29.225,S2A_30NXL_20241116_0_L2A,16
2024-11-26,0.116644,0.02896,0.3142,0.25,21.713,S2A_30NXL_20241126_0_L2A,540
2024-12-01,0.1213,0.025184,0.2844,0.2224,3.047,S2B_30NXL_20241201_0_L2A,888
